Rank,Performance,"Surname, first name",Club,Nat.,YOB,M/F,Rank M/F,Cat,Cat. Rank,Avg.Speed km/h,Age graded performance,Runner ID,Event,Date,Distance,Finishers,winner_time,"Original name
Surname, first name",hours
204,6:31:50 h,"Perry, Martin",Fraserburgh Running Club,GBR,1965,M,157,M50,14,8.132,5:43:32 h,926379,D33 – Deeside Way Ultra (GBR),10.03.2018,33mi  trail race,"220 (163 M, 57 F)",3:55:02 h,,
227,5:59:17 h,"Perry, Martin",Fraserburgh Running Club,GBR,1965,M,166,M50,23,8.869,5:15:00 h,926379,7th Glen Ogle 33 (GBR),04.11.2017,33mi  trail race,"415 (258 M, 157 F)",3:47:47 h,,
66,102.317 km,"Perry, Martin",,GBR,1965,M,42,M50,9,4.263,116.707 km,926379,Glenmore 24 hour Trail Race (GBR),02.-03.09.2017,24h  trail race,"84 (51 M, 33 F)",204.607 km,,
104,8:14:31 h,"Perry, Martin",Fraserburgh RC,GBR,1965,M,64,M50,15,7.127,7:13:33 h,926379,8th Speyside Way Race (GBR),19.08.2017,36.5mi  trail race,"110 (68 M, 42 F)",4:12:53 h,,
17,8:14:47 h,"Perry, Martin",ESK Valley Fell Club,GBR,1965,M,17,M50,1,7.221,7:13:47 h,926379,Old County Tops Fell Race (GBR),20.05.2017,37mi  trail race,"176 (150 M, 26 F)",6:38:03 h,,
223,6:39:52 h,"Perry, Martin",Fraserburgh Running Club,GBR,1965,M,164,M50,18,7.969,5:53:41 h,926379,D33 – Deeside Way Ultra (GBR),11.03.2017,33mi  trail race,"241 (174 M, 67 F)",3:36:16 h,,
77,9:28:24 h,"Findlay-Robinson, Rachel",Keswick AC,GBR,1989,F,10,W23,4,6.286,9:28:24 h,361286,Old County Tops Fell Race (GBR),19.05.2018,37mi  trail race,"208 (173 M, 35 F)",6:21:00 h,,
109,10:04:32 h,"Findlay-Robinson, Rachel",Keswick AC,GBR,1989,F,16,W23,4,5.910,10:04:32 h,361286,Old County Tops Fell Race (GBR),20.05.2017,37mi  trail race,"176 (150 M, 26 F)",6:38:03 h,,
156,11:30:42 h,,Dark Peak Fellrunners,GBR,1989,F,22,W23,8,6.990,11:30:42 h,361286,30th Rowbotham's Round Rotherham (GBR),20.10.2012,50mi  trail race,"260 (212 M, 48 F)",6:29:29 h,"Findlay-Robinson, Rachel",
9,14:13:01 h,"Horne, Joseph",,GBR,1984,M,8,M35,3,7.034,13:52:43 h,869109,8th St. Cuthbert's Way 100 Km Ultra (GBR),24.-25.06.2023,100km  trail race,"58 (43 M, 15 F)",11:19:16 h,,
4,27:06:29 h,"Horne, Joseph",,GBR,1984,M,4,M35,1,6.412,26:37:13 h,869109,Summer Spine Challenger (GBR),18.-20.06.2022,108mi  trail race,"94 (62 M, 32 F)",23:06:47 h,,
90,47:20:18 h,,,GBR,1984,M,82,M35,13,3.591,46:43:23 h,869109,Ultra Tour Monte Rosa - Ultra 170 (SUI),02.-04.09.2021,170km  trail race,"135 (122 M, 13 F)",28:19:31 h,"Horne, Joseph",
9,11:15:51 h,"Horne, Joseph",,GBR,1984,M,8,M35,1,8.878,11:07:04 h,869109,Race to the Castle (GBR),26.-27.06.2021,100km  trail race,"554 (358 M, 196 F)",9:25:05 h,,
11,5:49:43 h,"Horne, Joseph",,GBR,1984,M,10,M23,5,9.664,5:49:39 h,869109,The Round Ripon Ultra 35 (GBR),01.10.2016,35mi  trail race,"138 (101 M, 37 F)",4:48:47 h,,
81,9:39:41 h,"Greaves, Michael",Helm Hill,GBR,,M,70,#NA,25,6.163,9:39:41 h,907960,Old County Tops Fell Race (GBR),20.05.2017,37mi  trail race,"176 (150 M, 26 F)",6:38:03 h,,
166,72.420 km,"Greaves, Michael",,GBR,,M,103,#NA,73,3.018,72.420 km,907960,4th Hope24 (GBR),13.-14.05.2017,24h  road race,"279 (154 M, 125 F)",168.981 km,,
49,109.200 km,"Greaves, Michael",,GBR,,M,33,#NA,18,4.550,109.200 km,907960,3rd Hope24 (GBR),14.-15.05.2016,24h  road race,"166 (107 M, 59 F)",209.215 km,,
30,7:35:06 h,"Greaves, Michael",,GBR,,M,25,#NA,12,6.592,7:35:06 h,907960,Dartmoor Ultra 50K (GBR),31.01.2016,50km  trail race,"36 (29 M, 7 F)",4:59:21 h,,
19,11:48:52 h,"Coles, Ross",,GBR,1995,M,19,M23,6,6.966,11:48:52 h,1210227,Lakes in a day Ultra (GBR),12.-13.10.2019,82.3km  trail race,"380 (302 M, 78 F)",8:47:07 h,,
11,7:32:15 h,"Coles, Ross",,GBR,1995,M,11,M23,3,7.960,7:32:15 h,1210227,1st Ambleside Trail 60km (GBR),08.09.2019,60km  trail race,"158 (111 M, 47 F)",6:38:38 h,,
2,3:54:40 h,"Coles, Ross",Skipton AC,GBR,1995,M,2,MU23,1,12.784,3:54:40 h,1210227,2nd Tweed Valley Ultra 50km (GBR),18.11.2018,50km  trail race,"92 (54 M, 38 F)",3:51:59 h,,
33,8:22:02 h,"Tancrel, Justin",,RSA,1974,M,24,M40,5,5.617,8:06:47 h,1097900,The Beast Ultra Trail Run (RSA),24.05.2015,47km  trail race,"66 (48 M, 18 F)",5:41:25 h,,
23,6:35:53 h,"Nash, Graham",Carnethy,GBR,1969,M,21,M55,1,9.245,5:37:49 h,122898,Ultra Trail Barcelona (ESP),23.03.2024,61km  trail race,"123 (111 M, 12 F)",5:28:04 h,,
3,5d 07:48:14 h,"Nash, Graham",,GBR,1969,M,3,M50,1,2.872,4d 14:03:07 h,122898,SwissPeaks 360 en duo (SUI),03.-09.09.2023,367km  trail race,"14 (12 M, 2 F)",4d 08:59:58 h,,
83,8:27:11 h,,Carnethy HRC,GBR,1969,M,76,M50,3,6.270,7:16:45 h,122898,Samoëns Trail Tour - Trail des Frahans (FRA),17.06.2023,53km  trail race,"724 (606 M, 118 F)",5:59:19 h,"Nash, Graham",
26,16:38:27 h,"Nash, Graham",Carnethy HRC,GBR,1969,M,25,M50,3,5.853,14:19:46 h,122898,Ultra Sierra Nevada - Ultra 100 km (ESP),14.04.2023,97.4km  trail race,"193 (179 M, 14 F)",13:11:42 h,,
23,28:00:24 h,,,GBR,1969,M,20,M50,3,4.999,24:20:06 h,122898,13ème Trail Verbier Saint-Bernard by UTMB - X-Alpine (SUI),08.07.2022,140km  trail race,"137 (122 M, 15 F)",21:23:11 h,"Nash, Graham",
73,5d 08:34:39 h,,,GBR,1969,M,65,M50,9,2.854,4d 16:43:27 h,122898,SwissPeaks 360 (SUI),29.08.-04.09.2021,367km  trail race,"182 (164 M, 18 F)",3d 14:34:28 h,"Nash, Graham",
32,5d 01:00:54 h,,,GBR,1969,M,30,M50,5,2.975,4d 11:58:11 h,122898,SwissPeaks 360 (SUI),01.-08.09.2019,360km  trail race,"147 (132 M, 15 F)",3d 09:39:14 h,"Nash, Graham",
10,38:31:06 h,,,GBR,1969,M,9,M45,2,4.413,34:40:00 h,122898,Ultra Tour Monte Rosa - Ultra 170 (SUI),05.-07.09.2018,170km  trail race,"93 (82 M, 11 F)",32:59:33 h,"Nash, Graham",
48,10:04:43 h,"Nash, Graham",Carnethy,GBR,1969,M,47,M45,2,6.350,9:04:15 h,122898,30. Bergmarathon Rund um den Traunsee (AUT),07.07.2018,64km  trail race,"297 (256 M, 41 F)",7:32:51 h,,
144,21:27:43 h,,Carnethy HRC,GBR,1969,M,134,M45,13,5.545,19:29:00 h,122898,8ème Sur les Traces des Ducs de Savoie (TDS) (ITA),30.08.2017,119km  trail race,"1251 (1110 M, 141 F)",14:33:09 h,"Nash, Graham",
9,19:51:13 h,"Nash, Graham",,GBR,1969,M,9,M45,3,5.289,18:01:24 h,122898,5° Gran Trail Courmayeur 105 km (ITA),08.-09.07.2017,105km  trail race,"85 (73 M, 12 F)",14:40:14 h,,
21,7:01:23 h,"Nash, Graham",Carnethy HRC,GBR,1969,M,20,M45,3,8.259,6:25:50 h,122898,6th Tour de Helvellyn (GBR),17.12.2016,58km  trail race,"201 (160 M, 41 F)",5:42:46 h,,
355,36:21:40 h,,Carnethy,GBR,1969,M,327,M45,37,4.675,33:34:34 h,122898,13ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),28.-30.08.2015,170km  trail race,"1631 (1499 M, 132 F)",21:09:15 h,"Nash, Graham",
28,9:02:02 h,,Carnethy Hill Running ...,GBR,1969,M,24,M45,3,9.442,8:24:42 h,122898,9th Highland Fling Race 53 Mile (GBR),26.04.2014,53mi  trail race,"566 (435 M, 131 F)",7:29:14 h,"Nash, Graham",
9,3:56:29 h,"Nash, Graham",Carnethy Hill Running ...,GBR,1969,M,9,M45,2,13.475,3:40:12 h,122898,D33 – Deeside Way Ultra (GBR),15.03.2014,33mi  trail race,"298 (214 M, 84 F)",3:37:05 h,,
3,9:14:00 h,"Nash, Graham",,GBR,1969,M,3,M40,1,9.586,8:40:10 h,122898,5th Cateran Trail 55 Mile Ultra (GBR),18.05.2013,55mi  trail race,"59 (42 M, 17 F)",7:58:00 h,,
35,9:20:26 h,"Nash, Graham",Carnethy Hill Running ...,GBR,1969,M,32,M40,6,9.132,8:46:12 h,122898,8th Highland Fling Race 53 Mile (GBR),27.04.2013,53mi  trail race,"417 (344 M, 73 F)",7:03:48 h,,
13,4:10:31 h,"Nash, Graham",,GBR,1969,M,12,M40,3,12.720,3:55:13 h,122898,D33 – Deeside Way Ultra (GBR),16.03.2013,33mi  trail race,"252 (190 M, 62 F)",3:46:08 h,,
18,4:29:06 h,"Nash, Graham",,GBR,1969,M,17,M40,5,11.841,4:14:46 h,122898,Glen Ogle 33 (GBR),03.11.2012,33mi  trail race,"144 (97 M, 47 F)",3:43:22 h,,
24,22:23:55 h,"Nash, Graham",Carnethy,GBR,1969,M,21,M40,7,6.831,21:12:18 h,122898,28th West Highland Way Race (GBR),23.-24.06.2012,153km  trail race,"119 (99 M, 20 F)",15:39:15 h,,
13,9:39:00 h,"Nash, Graham",,GBR,1969,M,13,M40,5,9.172,9:08:09 h,122898,4th Cateran Trail 55 Mile Ultra (GBR),19.05.2012,55mi  trail race,"54 (41 M, 13 F)",8:09:00 h,,
47,9:42:15 h,"Nash, Graham",Carnethy Hill Running ...,GBR,1969,M,42,M40,14,8.790,9:11:13 h,122898,7th Highland Fling Race 53 Mile (GBR),28.04.2012,53mi  trail race,"363 (298 M, 65 F)",7:23:11 h,,
9,4:09:20 h,"Nash, Graham",Carnethy HRC,GBR,1969,M,8,M40,4,12.780,3:56:03 h,122898,D33 – Deeside Way Ultra (GBR),17.03.2012,33mi  trail race,"192 (134 M, 58 F)",3:32:32 h,,
23,4:09:00 h,"Nash, Graham",Carnethy HRC,GBR,1969,M,20,M40,9,12.797,3:57:41 h,122898,Glen Ogle 33 (GBR),05.11.2011,33mi  trail race,"127 (89 M, 38 F)",3:21:00 h,,
19,6:55:00 h,"Nash, Graham",,GBR,1969,M,17,M40,4,9.540,6:36:08 h,122898,River Ayr Way Challenge (GBR),24.09.2011,41mi  trail race,"87 (71 M, 16 F)",5:24:00 h,,
32,7:37:44 h,"Nash, Graham",,GBR,1969,M,22,M40,12,9.071,7:16:55 h,122898,Devil o' the Highlands 43 Mile Footrace (GBR),06.08.2011,43mi  trail race,"116 (78 M, 38 F)",5:32:22 h,,
35,22:44:55 h,"Nash, Graham",,GBR,1969,M,32,M40,9,6.726,21:42:49 h,122898,27th West Highland Way Race (GBR),18.-19.06.2011,153km  trail race,"113 (93 M, 20 F)",16:24:49 h,,
10,9:55:03 h,"Nash, Graham",,GBR,1969,M,9,M40,6,8.925,9:27:59 h,122898,3rd Cateran Trail 55 Mile Ultra (GBR),21.05.2011,55mi  trail race,"49 (35 M, 14 F)",8:14:41 h,,
98,10:42:21 h,"Nash, Graham",,GBR,1969,M,87,M40,21,7.967,10:13:08 h,122898,6th Highland Fling Race 53 Mile (GBR),30.04.2011,53mi  trail race,"321 (250 M, 71 F)",7:12:08 h,,
11,4:05:05 h,"Nash, Graham",,GBR,1969,M,11,M40,2,13.002,3:53:56 h,122898,D33 – Deeside Way Ultra (GBR),19.03.2011,33mi  trail race,"154 (115 M, 39 F)",3:29:59 h,,
112,11:10:23 h,"Nash, Graham",,GBR,1969,M,93,M40,20,7.634,10:45:07 h,122898,5th Highland Fling Race 53 Mile (GBR),24.04.2010,53mi  trail race,"271 (212 M, 59 F)",7:45:13 h,,
24,4:41:57 h,"Nash, Graham",,GBR,1969,M,23,M40,6,11.302,4:31:20 h,122898,D33 – Deeside Way Ultra (GBR),03.04.2010,33mi  trail race,"88 (63 M, 25 F)",3:34:15 h,,
63,5:02:40 h,,Roundhay Runners,GBR,1984,F,11,W40,2,9.119,4:55:28 h,1176021,Transgrancanaria Maratón 46 km (ESP),23.02.2024,46km  trail race,"930 (691 M, 239 F)",3:31:57 h,"Kaars Sijpesteijn, Katie",
61,11:44:12 h,,Salomon/Suunto,GBR,1984,F,6,W35,3,7.498,11:31:11 h,1176021,11ème La Maxi Race du Lac d'Annecy (FRA),27.05.2023,88km  trail race,"1380 (1253 M, 127 F)",8:40:07 h,"Kaars Sijpesteijn, Katie",
5,11:55:48 h,"Kaars Sijpesteijn, Katie",,GBR,1984,F,1,W35,1,7.712,11:42:34 h,1176021,3rd Lakes Traverse 100km (GBR),01.-02.04.2023,92km  trail race,"117 (90 M, 27 F)",9:46:58 h,,
104,9:47:35 h,,,GBR,1984,F,29,W35,6,7.965,9:39:29 h,1176021,1. Long Trail World Mountain & Trail Running Championships 2021 (WMTRC) (THA),05.11.2022,78km  trail race,"171 (100 M, 71 F)",7:15:53 h,"Kaars Sijpesteijn, Katie",
1,11:27:23 h,"Kaars Sijpesteijn, Katie",,GBR,1984,F,1,W35,1,8.729,11:17:54 h,1176021,8th Ultimate Lakeland Trails Challenge 100 km (GBR),09.07.2022,100km  trail race,"85 (62 M, 23 F)",11:27:23 h,,
2,11:07:21 h,"Kaars Sijpesteijn, Katie",,GBR,1984,F,1,W35,1,8.272,10:58:09 h,1176021,2nd Lakes Traverse 100km (GBR),02.-03.04.2022,92km  trail race,"128 (100 M, 28 F)",11:05:46 h,,
30,6:50:36 h,,*Leeds,GBR,1984,F,6,W35,3,9.396,6:44:57 h,1176021,Transgrancanaria Advanced 65 km (ESP),05.03.2022,64.3km  trail race,"594 (472 M, 122 F)",5:10:39 h,"Kaars Sijpesteijn, Katie",
22,6:53:16 h,"Kaars Sijpesteijn, Katie",Salomon,GBR,1984,F,3,W35,2,7.259,6:50:35 h,1176021,Mayrhofen Ultraks Zillertal (AUT),12.09.2020,50km  trail race,"158 (127 M, 31 F)",5:03:29 h,,
23,6:33:10 h,,*Leeds,GBR,1984,F,4,W35,2,7.478,6:30:37 h,1176021,8. Matterhorn Ultraks (SUI),23.08.2020,49km  trail race,"498 (388 M, 110 F)",5:10:52 h,"Kaars Sijpesteijn, Katie",
29,9:38:46 h,,,GBR,1984,F,5,W35,2,5.391,9:36:31 h,1176021,5th Glen Coe Skyline (GBR),22.09.2019,52km  trail race,"142 (122 M, 20 F)",7:55:00 h,"Kaars Sijpesteijn, Katie",
3,8:05:28 h,,,GBR,1984,F,1,W35,1,6.427,8:03:35 h,1176021,3rd Ben Nevis Ultra SkyRace (GBR),20.09.2019,52km  trail race,"159 (145 M, 14 F)",7:51:33 h,"Kaars Sijpesteijn, Katie",
1,10:45:01 h,"Kaars Sijpesteijn, Katie",,GBR,1984,F,1,W23,1,7.485,10:43:48 h,1176021,Lakes in a day Ultra (GBR),13.-14.10.2018,50mi  trail race,"238 (195 M, 43 F)",10:45:01 h,,
66,5:05:40 h,,,GBR,1984,F,10,W23,6,10.207,5:05:06 h,1176021,2nd Ben Nevis Ultra SkyRace (GBR),14.09.2018,52km  trail race,"346 (282 M, 64 F)",3:48:02 h,"Kaars Sijpesteijn, Katie",
132,10:06:51 h,,,GBR,1984,F,16,W23,13,5.141,10:05:42 h,1176021,19° Trofeo Kima - La Grande Corsa Sul Sentiero Roma (ITA),26.08.2018,52km  trail race,"166 (145 M, 21 F)",6:09:19 h,"Kaars Sijpesteijn, Katie",
5,8:12:19 h,"Kaars Sijpesteijn, Katie",Salomon/Mountain Fuel,GBR,1984,F,1,W23,1,9.807,8:11:23 h,1176021,Lakeland 50 Mile (GBR),28.-29.07.2018,50mi  trail race,"756 (513 M, 243 F)",7:36:11 h,,
43,7:20:49 h,,,GBR,1984,F,8,W23,6,7.486,7:19:59 h,1176021,Ultra SkyMarathon Madeira (POR),02.06.2018,55km  trail race,"222 (181 M, 41 F)",5:47:57 h,"Kaars Sijpesteijn, Katie",
107,11:10:09 h,,Team United Kingdom,GBR,1984,F,21,W23,11,7.610,11:08:53 h,1176021,"IAU/ITRA Trail WC 2018, Penyagolosa (ESP)",12.-13.05.2018,85km  trail race,"263 (159 M, 104 F)",8:38:35 h,"Kaars Sijpesteijn, Katie",
5,6:29:13 h,"Kaars Sijpesteijn, Katie",,GBR,1984,F,1,W23,1,9.427,6:28:57 h,1176021,7th Tour de Helvellyn (GBR),16.12.2017,38mi  trail race,"160 (127 M, 33 F)",5:54:47 h,,
3,10:46:29 h,,,GBR,1984,F,1,W23,1,7.468,10:46:02 h,1176021,Lakes in a day Ultra (GBR),07.-08.10.2017,50mi  trail race,"275 (214 M, 61 F)",10:18:39 h,"Kaars Sijpesteijn, Katie",
26,8:38:10 h,,,GBR,1984,F,7,W23,5,6.369,8:37:49 h,1176021,3rd Glen Coe Skyline (GBR),17.09.2017,55km  trail race,"167 (147 M, 20 F)",6:25:39 h,"Kaars Sijpesteijn, Katie",
3,8:02:32 h,"Kaars Sijpesteijn, Katie",Moonglu/Mountain Fuel,GBR,1984,F,1,W23,1,10.006,8:02:12 h,1176021,Lakeland 50 Mile (GBR),28.-29.07.2017,50mi  trail race,"662 (463 M, 199 F)",7:34:07 h,,
42,14:55:22 h,,*Leeds,GBR,1984,F,8,W23,4,5.495,14:54:45 h,1176021,5ème 80km du Mont-Blanc (FRA),23.-24.06.2017,82km  trail race,"636 (573 M, 63 F)",11:03:05 h,"Kaars Sijpesteijn, Katie",
101,5:37:58 h,,National team Great Br...,GBR,1984,F,23,W23,10,8.877,5:37:44 h,1176021,Trail Sacred Forests 50km - IAU Trail World Championship (ITA),10.06.2017,50km  trail race,"239 (138 M, 101 F)",4:23:31 h,"Kaars Sijpesteijn, Katie",
33,11:59:13 h,,*Leeds,GBR,1984,F,3,W23,2,6.924,11:58:43 h,1176021,6ème La Maxi Race du Lac d'Annecy - Maxi Race (FRA),27.05.2017,83km  trail race,"908 (836 M, 72 F)",8:47:47 h,"Kaars Sijpesteijn, Katie",
29,4:39:36 h,"Kaars Sijpesteijn, Katie",Nlfr,GBR,1984,F,3,W23,1,10.948,4:39:25 h,1176021,Haworth Hobble 32 Miles (GBR),11.03.2017,31.7mi  trail race,"424 (321 M, 103 F)",3:54:18 h,,
5,6:16:53 h,"Kaars Sijpesteijn, Katie",North Leeds Fell Runners,GBR,1984,F,1,W23,1,9.234,6:16:51 h,1176021,6th Tour de Helvellyn (GBR),17.12.2016,58km  trail race,"201 (160 M, 41 F)",5:42:46 h,,
462,5d 23:50:00 h,,,GBR,1967,M,405,M55,38,2.294,5d 01:37:32 h,145658,14° TOR330 - Tor des Géants (ITA),10.-16.09.2023,330km  trail race,"621 (529 M, 92 F)",2d 18:39:16 h,"Ruck, Giles",
671,22:26:19 h,,Run the Alps,GBR,1967,M,609,M55,19,4.100,19:08:49 h,145658,9ème 90km du Mont-Blanc (FRA),23.06.2023,92km  trail race,"837 (752 M, 85 F)",10:36:06 h,"Ruck, Giles",
114,37:31:52 h,,,GBR,1967,M,103,M55,9,3.464,32:01:32 h,145658,6° Tot Dret (ITA),13.-15.09.2022,130km  trail race,"236 (208 M, 28 F)",22:06:31 h,"Ruck, Giles",
222,15:15:14 h,,Run the Alps,GBR,1967,M,200,M50,11,4.786,13:15:15 h,145658,12ème Trail Verbier St Bernard - La Traversée (SUI),03.07.2021,73km  trail race,"486 (408 M, 78 F)",8:30:50 h,"Ruck, Giles",
66,7:54:22 h,"Ruck, Giles",Run the Alps,GBR,1967,M,64,M50,7,5.818,6:52:11 h,145658,Trail du Besso (SUI),29.08.2020,46km  trail race,"162 (149 M, 13 F)",5:17:06 h,,
17,15:40:36 h,,,GBR,1967,M,17,M50,2,5.397,13:51:58 h,145658,2nd Ultra-Trail Snowdonia UTS50 (GBR),11.-12.05.2019,84.6km  trail race,"128 (114 M, 14 F)",11:12:00 h,"Ruck, Giles",
1,7:31:00 h,"Ruck, Giles",,GBR,1967,M,1,M50,1,9.313,6:38:55 h,145658,3rd Yorkshire 3 Peaks Ultra  (GBR),20.-21.10.2018,70km  trail race,"54 (41 M, 13 F)",7:31:00 h,,
149,9:42:09 h,,,GBR,1967,M,119,M50,4,8.293,8:39:24 h,145658,Endurance Challenge - California Trail 50 Mile (USA),18.11.2017,50mi  trail race,"564 (412 M, 152 F)",6:02:26 h,"Ruck, Giles",
43,28:24:56 h,"Ruck, Giles",Hunters BOG Trotters,GBR,1967,M,41,M45,11,5.664,25:34:27 h,145658,Lakeland 100 Mile (GBR),28.-30.07.2017,100mi  trail race,"223 (189 M, 34 F)",20:22:19 h,,
128,11:56:03 h,,,GBR,1967,M,109,M45,12,4.609,10:44:27 h,145658,2nd Glen Coe Skyline (GBR),18.09.2016,55km  trail race,"160 (137 M, 23 F)",6:33:52 h,"Ruck, Giles",
924,43:05:44 h,,Hunters BOG Trotters,GBR,1967,M,858,M45,141,3.945,38:47:10 h,145658,14ème Ultra Trail Tour du Mont Blanc (UTMB) (FRA),26.-28.08.2016,170km  trail race,"1468 (1337 M, 131 F)",22:00:02 h,"Ruck, Giles",
62,10:11:19 h,"Ruck, Giles",Hunters BOG Trotters,GBR,1967,M,56,M45,15,7.898,9:14:58 h,145658,Lakeland 50 Mile (GBR),29.-30.07.2016,50mi  trail race,"625 (469 M, 156 F)",7:38:48 h,,
104,9:53:44 h,,Hunters BOG Trotters,GBR,1967,M,84,M45,18,8.620,8:59:00 h,145658,11th Highland Fling Race 53 Mile (GBR),30.04.2016,53mi  trail race,"625 (446 M, 179 F)",6:51:06 h,"Ruck, Giles",
11,5:10:16 h,"Ruck, Giles",,GBR,1967,M,11,M45,1,9.669,4:41:40 h,145658,Bandera 50 km Ultratrail (USA),09.01.2016,50km  trail race,"203 (131 M, 72 F)",4:25:45 h,,
73,19:59:03 h,"Ruck, Giles",Hunters BOG Trotters,GBR,1967,M,66,M45,7,4.504,18:08:30 h,145658,3ème Long Tour des 4 Massifs (UT4M) (FRA),22.-23.08.2015,90km  trail race,"208 (182 M, 26 F)",11:15:49 h,,
86,26:56:24 h,"Ruck, Giles",,GBR,1967,M,73,M45,17,5.679,24:39:59 h,145658,31st West Highland Way Race (GBR),20.-21.06.2015,153km  trail race,"155 (121 M, 34 F)",14:14:44 h,,
72,12:17:00 h,"Ruck, Giles",,GBR,1967,M,67,M45,7,6.513,11:14:48 h,145658,Lake District 3x3000 Ultra Trail (GBR),04.10.2014,80km  trail race,"160 (144 M, 16 F)",8:28:56 h,,
644,29:11:51 h,,,GBR,1967,M,580,M45,77,4.076,26:44:00 h,145658,5ème Sur les Traces des Ducs de Savoie (TDS) (ITA),27.-28.08.2014,119km  trail race,"1076 (961 M, 115 F)",14:10:37 h,"Ruck, Giles",
46,36:58:45 h,"Ruck, Giles",,GBR,1967,M,42,M40,9,4.352,35:17:48 h,145658,Lakeland 100 Mile (GBR),23.-25.07.2010,100mi  trail race,"70 (65 M, 5 F)",24:10:54 h,,
17,32:48:21 h,,Bowland Fell Runners,GBR,1984,M,14,M35,4,4.999,32:12:56 h,505523,5th Ultra-Trail Snowdonia - 100mi (GBR),12.-14.05.2023,164km  trail race,"95 (87 M, 8 F)",23:51:31 h,"Rowat, Matthew",
255,15:30:39 h,,*Forton,GBR,1984,M,215,M35,50,6.512,15:18:34 h,505523,16ème Courmayeur-Champex-Chamonix (CCC) (ITA),26.08.2022,101km  trail race,"1727 (1480 M, 247 F)",9:53:02 h,"Rowat, Matthew",
9,6:15:51 h,"Rowat, Matthew",,GBR,1984,M,9,M23,3,8.221,6:14:46 h,505523,2nd Lakeland Five Passes Ultra (GBR),15.06.2019,32mi  trail race,"211 (150 M, 61 F)",5:23:10 h,,
180,16:17:23 h,,,GBR,1984,M,163,M23,71,6.200,16:16:13 h,505523,13ème Courmayeur-Champex-Chamonix (CCC) (ITA),31.08.-01.09.2018,101km  trail race,"1622 (1419 M, 203 F)",10:44:32 h,"Rowat, Matthew",
7,9:00:20 h,"Rowat, Matthew",,GBR,1984,M,7,M23,4,7.863,9:00:14 h,505523,The Grand Tour of Skiddaw (GBR),02.09.2017,44mi  trail race,"85 (72 M, 13 F)",8:04:34 h,,
62,5:08:38 h,"Rowat, Matthew",,GBR,1984,M,53,M23,12,9.918,5:08:35 h,505523,Haworth Hobble 32 Miles (GBR),11.03.2017,31.7mi  trail race,"424 (321 M, 103 F)",3:54:18 h,,
5,11:33:59 h,,,GBR,1984,M,5,M23,3,6.917,11:33:59 h,505523,Lake District 3x3000 Ultra Trail 80km (GBR),24.09.2016,80km  trail race,"44 (42 M, 2 F)",10:25:30 h,"Rowat, Matthew",
114,5:58:27 h,"Rowat, Matthew",*Croston,GBR,1984,M,103,M23,28,8.704,5:58:27 h,505523,Karwendellauf 52 km Scharnitz-Pertisau (AUT),29.08.2015,52km  trail race,"663 (514 M, 149 F)",4:11:24 h,,
62,5:24:26 h,"Rowat, Matthew",,GBR,1984,M,58,M23,8,9.524,5:24:26 h,505523,Haworth Hobble 32 Miles (GBR),14.03.2015,32mi  trail race,"383 (301 M, 82 F)",4:09:10 h,,
189,6:10:34 h,"Rowat, Matthew",,GBR,1984,M,171,M23,24,8.338,6:10:34 h,505523,Haworth Hobble 32 Miles (GBR),15.03.2014,32mi  trail race,"407 (330 M, 77 F)",4:04:31 h,,
53,47:58:10 h,,,GBR,1984,M,48,M35,10,3.544,46:49:40 h,1036868,Ultra Tour Monte Rosa - Ultra 170 (SUI),06.09.2023,170km  trail race,"95 (87 M, 8 F)",29:28:16 h,"Wiggins, Timothy",
16,9d 01:41:00 h,,,GBR,1984,M,14,M35,3,3.174,8d 21:45:55 h,1036868,National 3 Peaks Ultra (GBR),03.-13.06.2022,691km  trail race,"17 (15 M, 2 F)",8d 12:25:00 h,"Wiggins, Timothy",
3,30:27:10 h,"Wiggins, Timothy",,GBR,1984,M,3,M35,1,5.285,29:54:17 h,1036868,1st Pennine Journey North Ultra 100mi (GBR),30.04.-01.05.2022,100mi  trail race,"9 (7 M, 2 F)",26:13:56 h,,
27,60.354 km,"Wiggins, Timothy",,GBR,1984,M,23,M35,8,,61.149 km,1036868,1st The Cow Shed Backyard Ultra (GBR),05.-06.06.2021,29h  Backyard Ultra,"37 (34 M, 3 F)",194.474 km,,09
32,26:38:16 h,,,GBR,1984,M,30,M35,11,4.205,26:29:29 h,1036868,Andorra UT Vallnord / Mític (AND),19.-21.07.2019,112km  trail race,"231 (209 M, 22 F)",18:46:33 h,"Wiggins, Timothy",
1,26:45:05 h,"Wiggins, Timothy",Durham Fell Runners,GBR,1984,M,1,M23,1,5.607,26:40:26 h,1036868,The Exodus 100 Mile Ultra Marathon (GBR),07.-09.12.2018,150km  trail race,"19 (17 M, 2 F)",26:45:05 h,,
177,6:12:41 h,,,GBR,1984,M,139,M23,62,8.372,6:11:37 h,1036868,2nd Ben Nevis Ultra SkyRace (GBR),14.09.2018,52km  trail race,"346 (282 M, 64 F)",3:48:02 h,"Wiggins, Timothy",
9,13:03:00 h,"Wiggins, Timothy",,GBR,1984,M,9,M23,7,6.783,13:02:04 h,1036868,Montane Cheviot Goat (GBR),02.-03.12.2017,55mi  trail race,"70 (58 M, 12 F)",11:33:43 h,,
